obs,wave,ageDiff,int_corr,imprace,samerace,match,dec,dec_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,met_o,goal,exphappy,expnum,attr,sinc,intel,fun,amb,shar,like,prob,attr1_2,sinc1_2,intel1_2,fun1_2,amb1_2,shar1_2,you_call,them_cal,numdat_3
3051,9,2,0.3,7,0,0,0,0,17.65,17.65,17.65,15.69,15.69,15.69,2,3,5,5,,,7,7,2,2,6,,7,6,9,7,7,6,6,5,14.81,18.52,18.52,18.52,16.67,12.96,,,
3052,9,3,0.66,7,0,0,0,0,14,18,20,18,16,14,7,6,7,7,7,4,4,5,2,2,6,,6,8,8,6,6,3,6,5,14.81,18.52,18.52,18.52,16.67,12.96,,,
3053,9,4,-0.22,7,0,0,1,0,15.38,19.23,17.31,19.23,9.62,19.23,3,4,5,6,6,7,5,4,2,2,6,,8,8,8,8,8,7,7,6,14.81,18.52,18.52,18.52,16.67,12.96,,,
3054,9,3,0.31,7,1,0,1,0,17.5,17.5,20,12.5,20,12.5,1,6,6,6,7,2,3,7,2,2,6,,8,7,7,6,7,5,7,2,14.81,18.52,18.52,18.52,16.67,12.96,,,
3055,9,2,0.15,7,1,0,1,0,13.21,18.87,18.87,16.98,16.98,15.09,3,7,7,6,,,6,6,2,2,6,,8,8,8,8,8,5,7,5,14.81,18.52,18.52,18.52,16.67,12.96,,,
3056,9,2,-0.33,7,1,0,1,0,15.38,17.31,17.31,17.31,17.31,15.38,3,8,8,7,,,6,6,2,2,6,,9,9,9,9,9,9,8,6,14.81,18.52,18.52,18.52,16.67,12.96,,,
3057,9,5,0.05,7,1,0,1,0,15.38,19.23,19.23,19.23,15.38,11.54,5,8,7,8,9,7,6,6,2,2,6,,9,9,9,9,9,9,8,7,14.81,18.52,18.52,18.52,16.67,12.96,,,
3058,9,5,0.22,7,1,0,1,0,16,20,18,20,18,8,2,5,6,5,7,4,1,7,2,2,6,,9,9,9,9,9,9,8,7,14.81,18.52,18.52,18.52,16.67,12.96,,,
3059,9,1,-0.08,7,1,0,0,0,19.61,15.69,17.65,15.69,17.65,13.73,3,8,10,6,10,7,8,1,1,2,6,,7,10,10,10,10,5,9,5,14.81,18.52,18.52,18.52,16.67,12.96,,,
3060,9,4,0.39,7,1,0,1,0,15.38,17.31,19.23,19.23,11.54,17.31,2,8,4,4,7,2,2,2,2,2,6,,7,8,7,8,7,5,6,5,14.81,18.52,18.52,18.52,16.67,12.96,,,
3061,9,4,0.5,7,0,0,0,1,14.58,16.67,20.83,18.75,16.67,12.5,2,8,8,7,8,5,8,7,2,2,6,,5,10,8,7,5,5,7,5,14.81,18.52,18.52,18.52,16.67,12.96,,,
3062,9,4,-0.4,7,1,0,1,0,17.31,13.46,17.31,19.23,19.23,13.46,3,8,8,9,4,5,6,9,2,2,6,,10,10,10,10,8,8,8,7,14.81,18.52,18.52,18.52,16.67,12.96,,,
3063,9,2,0.05,7,0,0,1,0,11.54,13.46,19.23,19.23,19.23,17.31,5,5,10,5,5,5,10,5,,2,6,,8,9,9,9,9,9,7,6,14.81,18.52,18.52,18.52,16.67,12.96,,,
3064,9,1,0.09,7,0,0,1,0,13.04,21.74,17.39,17.39,15.22,15.22,5,6,7,8,,,,5,2,2,6,,6,9,9,8,7,6,6,5,14.81,18.52,18.52,18.52,16.67,12.96,,,
3065,9,2,0.37,7,1,0,1,0,20,15.56,20,15.56,11.11,17.78,1,1,1,1,1,1,1,,2,2,6,,8,9,9,9,9,8,8,6,14.81,18.52,18.52,18.52,16.67,12.96,,,
3066,9,1,0.42,7,1,0,1,0,16.36,16.36,18.18,18.18,16.36,14.55,4,9,10,7,10,6,6,7,2,2,6,,9,8,9,9,9,9,7,6,14.81,18.52,18.52,18.52,16.67,12.96,,,
3067,9,0,0.11,7,0,0,1,0,14.29,18.37,18.37,16.33,18.37,14.29,6,7,8,7,8,7,6,6,2,2,6,,9,8,9,9,9,9,7,6,14.81,18.52,18.52,18.52,16.67,12.96,,,
3068,9,2,0.27,7,0,0,1,0,15.52,17.24,17.24,17.24,17.24,15.52,6,8,9,7,7,7,6,6,2,2,6,,9,9,9,9,9,9,8,6,14.81,18.52,18.52,18.52,16.67,12.96,,,
3069,9,2,-0.43,8,1,0,0,1,16,16,20,16,18,14,8,8,10,7,10,9,6,5,2,5,3,,3,9,9,4,7,6,6,7,26.32,21.05,21.05,21.05,2.63,7.89,,,
3070,9,1,0.01,8,1,1,1,1,15.38,19.23,19.23,19.23,13.46,13.46,9,6,10,7,9,6,6,7,2,5,3,,6,5,9,4,6,5,7,8,26.32,21.05,21.05,21.05,2.63,7.89,,,
3071,9,1,0.52,8,0,0,0,1,17.65,17.65,17.65,15.69,15.69,15.69,6,8,7,6,7,9,8,8,1,5,3,,4,7,8,5,4,6,7,6,26.32,21.05,21.05,21.05,2.63,7.89,,,
3072,9,2,0.35,8,0,1,1,1,14,18,20,18,16,14,8,9,9,7,9,4,7,5,2,5,3,,7,7,9,7,7,7,7,8,26.32,21.05,21.05,21.05,2.63,7.89,,,
3073,9,3,0.13,8,0,0,0,0,15.38,19.23,17.31,19.23,9.62,19.23,6,5,7,5,5,6,4,3,2,5,3,,3,7,6,3,5,3,4,7,26.32,21.05,21.05,21.05,2.63,7.89,,,
3074,9,4,0.18,8,1,1,1,1,17.5,17.5,20,12.5,20,12.5,9,9,9,8,9,8,6,6,2,5,3,,9,6,7,5,6,7,8,8,26.32,21.05,21.05,21.05,2.63,7.89,,,
3075,9,1,0.65,8,1,1,1,1,13.21,18.87,18.87,16.98,16.98,15.09,8,10,10,8,10,,8,6,2,5,3,,7,7,7,5,7,5,7,7,26.32,21.05,21.05,21.05,2.63,7.89,,,
3076,9,1,-0.43,8,1,0,0,1,15.38,17.31,17.31,17.31,17.31,15.38,7,8,10,,9,,6,5,2,5,3,,5,7,6,5,4,5,6,9,26.32,21.05,21.05,21.05,2.63,7.89,,,
3077,9,4,0.08,8,1,1,1,1,15.38,19.23,19.23,19.23,15.38,11.54,9,8,9,8,10,7,8,6,2,5,3,,5,7,9,6,8,7,6,7,26.32,21.05,21.05,21.05,2.63,7.89,,,
3078,9,4,0.06,8,1,0,1,0,16,20,18,20,18,8,10,7,9,10,10,7,10,9,2,5,3,,6,8,9,6,9,8,7,6,26.32,21.05,21.05,21.05,2.63,7.89,,,
3079,9,0,-0.02,8,1,0,0,1,19.61,15.69,17.65,15.69,17.65,13.73,9,8,10,8,10,7,9,8,2,5,3,,4,6,7,7,7,5,6,7,26.32,21.05,21.05,21.05,2.63,7.89,,,
3080,9,3,0.45,8,1,0,0,1,15.38,17.31,19.23,19.23,11.54,17.31,10,10,10,7,9,6,8,7,2,5,3,,5,6,5,4,5,5,5,7,26.32,21.05,21.05,21.05,2.63,7.89,,,
3081,9,5,0.46,8,0,0,0,0,14.58,16.67,20.83,18.75,16.67,12.5,9,5,9,6,6,5,7,7,2,5,3,,3,7,7,5,5,4,5,6,26.32,21.05,21.05,21.05,2.63,7.89,,,
3082,9,3,-0.38,8,1,0,1,0,17.31,13.46,17.31,19.23,19.23,13.46,7,8,10,7,9,7,7,7,2,5,3,,9,7,6,8,6,5,9,8,26.32,21.05,21.05,21.05,2.63,7.89,,,
3083,9,1,0.48,8,0,1,1,1,11.54,13.46,19.23,19.23,19.23,17.31,6,8,8,8,8,8,7,5,2,5,3,,7,8,8,9,8,7,8,8,26.32,21.05,21.05,21.05,2.63,7.89,,,
3084,9,2,0.29,8,0,0,0,0,13.04,21.74,17.39,17.39,15.22,15.22,6,6,9,,9,,,,,5,3,,4,7,7,5,5,5,5,6,26.32,21.05,21.05,21.05,2.63,7.89,,,
3085,9,3,0.69,8,1,0,0,0,20,15.56,20,15.56,11.11,17.78,9,,9,1,,,5,3,2,5,3,,4,7,7,6,5,6,5,7,26.32,21.05,21.05,21.05,2.63,7.89,,,
3086,9,2,0.12,8,1,0,1,0,16.36,16.36,18.18,18.18,16.36,14.55,5,7,9,5,9,4,3,5,2,5,3,,6,6,6,3,5,4,5,5,26.32,21.05,21.05,21.05,2.63,7.89,,,
3087,9,1,0.11,8,0,1,1,1,14.29,18.37,18.37,16.33,18.37,14.29,7,10,10,7,10,5,8,7,2,5,3,,6,10,8,8,6,6,8,8,26.32,21.05,21.05,21.05,2.63,7.89,,,
3088,9,1,0.25,8,0,1,1,1,15.52,17.24,17.24,17.24,17.24,15.52,8,8,9,8,10,8,8,7,2,5,3,,7,6,7,5,6,6,6,7,26.32,21.05,21.05,21.05,2.63,7.89,,,
3089,9,0,-0.29,9,1,0,0,1,16,16,20,16,18,14,8,9,10,7,10,7,6,4,2,1,3,,2,6,4,5,4,4,3,2,20,5,22.5,12.5,20,20,,,
3090,9,3,0.07,9,1,0,1,0,15.38,19.23,19.23,19.23,13.46,13.46,6,10,10,5,9,6,7,6,2,1,3,,6,7,7,5,6,6,6,5,20,5,22.5,12.5,20,20,,,
3091,9,1,0.14,9,0,0,0,0,17.65,17.65,17.65,15.69,15.69,15.69,2,3,3,2,,,2,1,2,1,3,,2,5,4,3,6,2,2,1,20,5,22.5,12.5,20,20,,,
3092,9,0,0.43,9,0,0,0,0,14,18,20,18,16,14,7,8,7,6,8,3,4,5,2,1,3,,3,3,4,4,4,3,2,1,20,5,22.5,12.5,20,20,,,
3093,9,1,0.15,9,0,0,0,0,15.38,19.23,17.31,19.23,9.62,19.23,5,4,5,5,4,5,4,4,2,1,3,,3,7,5,3,4,2,3,1,20,5,22.5,12.5,20,20,,,
3094,9,6,0.42,9,1,0,0,1,17.5,17.5,20,12.5,20,12.5,4,9,9,4,9,4,6,8,2,1,3,,4,4,6,6,6,5,5,5,20,5,22.5,12.5,20,20,,,
3095,9,1,0.69,9,1,0,1,0,13.21,18.87,18.87,16.98,16.98,15.09,6,7,9,5,9,,7,5,2,1,3,,7,6,7,6,6,6,6,5,20,5,22.5,12.5,20,20,,,
3096,9,1,-0.24,9,1,0,0,0,15.38,17.31,17.31,17.31,17.31,15.38,2,8,,1,,1,1,1,2,1,3,,6,6,6,5,5,4,5,5,20,5,22.5,12.5,20,20,,,
3097,9,2,-0.03,9,1,0,1,0,15.38,19.23,19.23,19.23,15.38,11.54,6,8,9,6,8,7,6,5,2,1,3,,6,6,8,5,5,6,5,5,20,5,22.5,12.5,20,20,,,
3098,9,2,-0.25,9,1,0,1,0,16,20,18,20,18,8,7,5,10,7,10,,7,7,2,1,3,,6,6,8,6,6,6,5,6,20,5,22.5,12.5,20,20,,,
3099,9,2,0.54,9,1,0,1,0,19.61,15.69,17.65,15.69,17.65,13.73,5,7,9,5,9,5,6,9,2,1,3,,6,5,5,6,6,4,5,5,20,5,22.5,12.5,20,20,,,
3100,9,1,0.59,9,1,0,1,0,15.38,17.31,19.23,19.23,11.54,17.31,5,8,8,6,6,5,6,6,2,1,3,,6,6,7,6,6,7,6,6,20,5,22.5,12.5,20,20,,,
3101,9,7,0.32,9,0,1,1,1,14.58,16.67,20.83,18.75,16.67,12.5,7,7,7,7,7,7,6,7,2,1,3,,5,7,8,5,6,5,5,5,20,5,22.5,12.5,20,20,,,
3102,9,1,-0.02,9,1,0,1,0,17.31,13.46,17.31,19.23,19.23,13.46,6,9,8,6,8,3,7,9,2,1,3,,6,5,6,7,6,4,6,4,20,5,22.5,12.5,20,20,,,
3103,9,1,0.9,9,0,0,1,0,11.54,13.46,19.23,19.23,19.23,17.31,5,8,10,8,8,5,5,5,,1,3,,7,6,6,8,7,4,5,4,20,5,22.5,12.5,20,20,,,
3104,9,4,0.1,9,0,0,0,0,13.04,21.74,17.39,17.39,15.22,15.22,5,,5,,,,,1,2,1,3,,3,4,5,5,4,1,2,1,20,5,22.5,12.5,20,20,,,
3105,9,5,0.56,9,1,0,0,0,20,15.56,20,15.56,11.11,17.78,6,10,,,,,2,1,2,1,3,,4,4,6,5,5,5,5,2,20,5,22.5,12.5,20,20,,,
3106,9,4,-0.07,9,1,0,0,0,16.36,16.36,18.18,18.18,16.36,14.55,3,7,10,3,10,5,3,5,2,1,3,,5,5,4,5,4,4,4,3,20,5,22.5,12.5,20,20,,,
3107,9,3,0.31,9,0,0,0,0,14.29,18.37,18.37,16.33,18.37,14.29,6,7,7,6,8,5,5,5,2,1,3,,6,5,6,6,6,5,5,4,20,5,22.5,12.5,20,20,,,
3108,9,1,0.13,9,0,0,1,0,15.52,17.24,17.24,17.24,17.24,15.52,7,8,9,6,9,5,5,5,2,1,3,,6,6,6,5,6,5,5,4,20,5,22.5,12.5,20,20,,,
3109,9,2,-0.03,1,1,0,0,1,16,16,20,16,18,14,8,9,8,7,8,6,6,6,2,1,7,,3,7,,3,4,5,5,4,19.51,12.2,17.07,19.51,14.63,17.07,,,
3110,9,1,0.09,1,1,0,1,0,15.38,19.23,19.23,19.23,13.46,13.46,9,10,9,9,8,9,9,7,2,1,7,,7,8,7,7,4,7,7,5,19.51,12.2,17.07,19.51,14.63,17.07,,,
3111,9,1,0.2,1,0,1,1,1,17.65,17.65,17.65,15.69,15.69,15.69,6,7,7,7,7,8,7,8,1,1,7,,8,7,7,5,5,7,7,5,19.51,12.2,17.07,19.51,14.63,17.07,,,
3112,9,2,0.6,1,0,0,1,0,14,18,20,18,16,14,7,7,8,6,7,4,4,9,2,1,7,,6,8,6,5,5,6,6,5,19.51,12.2,17.07,19.51,14.63,17.07,,,
3113,9,3,-0.12,1,0,0,0,0,15.38,19.23,17.31,19.23,9.62,19.23,5,4,5,4,4,4,4,4,2,1,7,,3,6,5,5,5,3,4,4,19.51,12.2,17.07,19.51,14.63,17.07,,,
3114,9,4,0.6,1,1,1,1,1,17.5,17.5,20,12.5,20,12.5,9,10,10,10,9,10,9,9,2,1,7,,6,6,6,6,5,5,6,5,19.51,12.2,17.07,19.51,14.63,17.07,,,
3115,9,1,0.76,1,1,0,1,0,13.21,18.87,18.87,16.98,16.98,15.09,7,9,8,8,8,,8,6,2,1,7,,7,7,7,7,7,7,7,6,19.51,12.2,17.07,19.51,14.63,17.07,,,
3116,9,1,-0.12,1,1,0,0,0,15.38,17.31,17.31,17.31,17.31,15.38,7,,,,,,4,,2,1,7,,5,8,6,5,5,6,7,5,19.51,12.2,17.07,19.51,14.63,17.07,,,
3117,9,4,0.27,1,1,0,0,0,15.38,19.23,19.23,19.23,15.38,11.54,8,8,9,7,8,5,7,3,2,1,7,,4,7,7,5,5,5,6,4,19.51,12.2,17.07,19.51,14.63,17.07,,,
3118,9,4,0.09,1,1,0,1,0,16,20,18,20,18,8,8,6,9,8,8,,7,8,2,1,7,,7,7,7,7,6,7,7,6,19.51,12.2,17.07,19.51,14.63,17.07,,,
3119,9,0,0.53,1,1,0,1,0,19.61,15.69,17.65,15.69,17.65,13.73,7,8,9,8,8,8,9,6,2,1,7,,6,6,8,6,7,5,6,6,19.51,12.2,17.07,19.51,14.63,17.07,,,
3120,9,3,0.66,1,1,0,1,0,15.38,17.31,19.23,19.23,11.54,17.31,6,6,6,6,6,6,6,4,2,1,7,,8,7,7,6,5,5,6,5,19.51,12.2,17.07,19.51,14.63,17.07,,,
3121,9,5,0.49,1,0,0,0,1,14.58,16.67,20.83,18.75,16.67,12.5,7,7,7,7,7,,6,5,2,1,7,,5,6,6,5,5,6,5,5,19.51,12.2,17.07,19.51,14.63,17.07,,,
3122,9,3,0.1,1,1,1,1,1,17.31,13.46,17.31,19.23,19.23,13.46,9,9,9,10,9,8,9,9,2,1,7,,8,6,8,9,5,8,8,5,19.51,12.2,17.07,19.51,14.63,17.07,,,
3123,9,1,0.58,1,0,1,1,1,11.54,13.46,19.23,19.23,19.23,17.31,8,9,9,9,9,9,9,5,2,1,7,,7,7,7,7,6,7,7,6,19.51,12.2,17.07,19.51,14.63,17.07,,,
3124,9,2,0.33,1,0,0,0,0,13.04,21.74,17.39,17.39,15.22,15.22,6,5,,,,,,,,1,7,,5,7,6,5,5,5,5,3,19.51,12.2,17.07,19.51,14.63,17.07,,,
3125,9,3,0.57,1,1,0,0,1,20,15.56,20,15.56,11.11,17.78,9,8,5,,,,7,7,2,1,7,,4,7,6,4,5,5,6,5,19.51,12.2,17.07,19.51,14.63,17.07,,,
3126,9,2,0.09,1,1,1,1,1,16.36,16.36,18.18,18.18,16.36,14.55,6,10,9,10,7,7,8,8,1,1,7,,6,5,7,7,5,5,6,5,19.51,12.2,17.07,19.51,14.63,17.07,,,
3127,9,1,0.28,1,0,1,1,1,14.29,18.37,18.37,16.33,18.37,14.29,8,8,9,8,9,6,7,7,2,1,7,,8,8,8,8,6,7,8,6,19.51,12.2,17.07,19.51,14.63,17.07,,,
3128,9,1,0.53,1,0,0,1,0,15.52,17.24,17.24,17.24,17.24,15.52,8,8,8,8,10,8,7,7,2,1,7,,7,6,7,6,5,7,7,5,19.51,12.2,17.07,19.51,14.63,17.07,,,
3129,9,1,-0.22,1,0,0,0,0,16,16,20,16,18,14,6,10,10,9,10,7,7,7,2,1,10,,5,8,8,7,9,0,2,1,17.86,17.86,17.86,17.86,14.29,14.29,2,1,0
3130,9,2,0.6,1,0,0,1,0,15.38,19.23,19.23,19.23,13.46,13.46,5,10,9,8,9,6,9,8,2,1,10,,8,8,9,10,8,9,9,9,17.86,17.86,17.86,17.86,14.29,14.29,2,1,0
3131,9,0,-0.34,1,0,0,1,0,17.65,17.65,17.65,15.69,15.69,15.69,4,4,3,3,3,,2,5,2,1,10,,10,10,10,9,9,10,9,8,17.86,17.86,17.86,17.86,14.29,14.29,2,1,0
3132,9,1,0.1,1,1,0,1,0,14,18,20,18,16,14,7,7,7,7,7,5,4,5,2,1,10,,8,8,7,8,9,10,9,8,17.86,17.86,17.86,17.86,14.29,14.29,2,1,0
3133,9,2,-0.24,1,0,0,0,0,15.38,19.23,17.31,19.23,9.62,19.23,3,2,8,4,5,4,2,2,2,1,10,,8,8,8,9,8,8,7,7,17.86,17.86,17.86,17.86,14.29,14.29,2,1,0
3134,9,5,0.23,1,0,0,0,0,17.5,17.5,20,12.5,20,12.5,2,10,8,10,8,7,8,9,2,1,10,,8,6,7,6,7,2,2,8,17.86,17.86,17.86,17.86,14.29,14.29,2,1,0
3135,9,0,0.44,1,0,0,1,0,13.21,18.87,18.87,16.98,16.98,15.09,6,10,9,,8,,8,6,2,1,10,,9,9,9,8,9,10,9,9,17.86,17.86,17.86,17.86,14.29,14.29,2,1,0
3136,9,0,0.13,1,0,0,1,0,15.38,17.31,17.31,17.31,17.31,15.38,3,8,8,3,8,3,4,3,2,1,10,,10,10,10,10,10,10,10,10,17.86,17.86,17.86,17.86,14.29,14.29,2,1,0
3137,9,3,-0.15,1,0,0,1,0,15.38,19.23,19.23,19.23,15.38,11.54,5,9,9,7,8,4,5,3,2,1,10,,8,8,8,8,8,8,8,9,17.86,17.86,17.86,17.86,14.29,14.29,2,1,0
3138,9,3,-0.52,1,0,0,1,0,16,20,18,20,18,8,3,9,9,7,9,6,7,8,2,1,10,,9,9,9,8,8,9,9,9,17.86,17.86,17.86,17.86,14.29,14.29,2,1,0
3139,9,1,0.4,1,0,0,0,0,19.61,15.69,17.65,15.69,17.65,13.73,4,7,9,6,8,8,7,8,2,1,10,,7,8,8,8,10,7,8,7,17.86,17.86,17.86,17.86,14.29,14.29,2,1,0
3140,9,2,0.52,1,0,1,1,1,15.38,17.31,19.23,19.23,11.54,17.31,8,8,8,7,6,6,7,7,2,1,10,,8,10,10,10,10,10,10,9,17.86,17.86,17.86,17.86,14.29,14.29,2,1,0
3141,9,6,0.49,1,0,1,1,1,14.58,16.67,20.83,18.75,16.67,12.5,9,10,10,10,9,9,10,9,1,1,10,,10,10,10,10,10,10,10,10,17.86,17.86,17.86,17.86,14.29,14.29,2,1,0
3142,9,2,-0.26,1,0,0,1,0,17.31,13.46,17.31,19.23,19.23,13.46,7,9,10,10,9,7,7,9,2,1,10,,10,9,10,10,9,9,9,9,17.86,17.86,17.86,17.86,14.29,14.29,2,1,0
3143,9,0,0.54,1,0,1,1,1,11.54,13.46,19.23,19.23,19.23,17.31,5,10,10,9,9,9,8,5,2,1,10,,9,9,9,10,9,8,8,9,17.86,17.86,17.86,17.86,14.29,14.29,2,1,0
3144,9,3,-0.18,1,0,0,1,0,13.04,21.74,17.39,17.39,15.22,15.22,5,7,6,8,,,,,,1,10,,9,9,9,9,9,9,9,9,17.86,17.86,17.86,17.86,14.29,14.29,2,1,0
3145,9,4,0.33,1,0,0,1,0,20,15.56,20,15.56,11.11,17.78,5,10,10,,9,,8,,2,1,10,,9,9,9,9,9,9,10,8,17.86,17.86,17.86,17.86,14.29,14.29,2,1,0
3146,9,3,-0.27,1,0,0,1,0,16.36,16.36,18.18,18.18,16.36,14.55,6,10,10,6,10,10,6,7,1,1,10,,10,10,10,10,10,10,10,10,17.86,17.86,17.86,17.86,14.29,14.29,2,1,0
3147,9,2,0.03,1,0,0,0,0,14.29,18.37,18.37,16.33,18.37,14.29,6,6,7,6,6,5,5,6,2,1,10,,6,8,9,9,8,9,9,9,17.86,17.86,17.86,17.86,14.29,14.29,2,1,0
3148,9,0,-0.32,1,0,0,1,0,15.52,17.24,17.24,17.24,17.24,15.52,6,7,7,7,7,7,6,6,2,1,10,,9,10,9,9,9,9,8,9,17.86,17.86,17.86,17.86,14.29,14.29,2,1,0
3149,9,3,0.41,6,0,1,1,1,16,16,20,16,18,14,8,10,10,8,10,7,8,7,2,2,6,,4,3,6,7,6,5,6,3,15.56,17.78,17.78,17.78,17.78,13.33,2,0,
3150,9,0,-0.21,6,0,0,1,0,15.38,19.23,19.23,19.23,13.46,13.46,7,8,7,7,8,6,7,5,2,2,6,,7,8,8,8,5,5,7,5,15.56,17.78,17.78,17.78,17.78,13.33,2,0,
3151,9,2,0.15,6,1,0,1,0,17.65,17.65,17.65,15.69,15.69,15.69,3,6,4,3,3,,3,3,2,2,6,,6,5,5,4,3,3,5,5,15.56,17.78,17.78,17.78,17.78,13.33,2,0,
3152,9,3,0.12,6,0,0,1,0,14,18,20,18,16,14,7,7,7,7,7,4,4,5,2,2,6,,7,6,7,6,6,5,7,6,15.56,17.78,17.78,17.78,17.78,13.33,2,0,
3153,9,4,0.05,6,1,0,0,0,15.38,19.23,17.31,19.23,9.62,19.23,3,5,6,4,5,5,3,3,2,2,6,,3,5,6,3,7,3,3,6,15.56,17.78,17.78,17.78,17.78,13.33,2,0,
3154,9,3,0.29,6,0,1,1,1,17.5,17.5,20,12.5,20,12.5,5,10,9,6,9,2,8,9,2,2,6,,8,6,7,7,8,3,8,4,15.56,17.78,17.78,17.78,17.78,13.33,2,0,
3155,9,2,-0.07,6,0,0,1,0,13.21,18.87,18.87,16.98,16.98,15.09,7,9,8,,7,,7,6,2,2,6,,7,6,7,7,6,5,8,3,15.56,17.78,17.78,17.78,17.78,13.33,2,0,
3156,9,2,-0.23,6,0,0,1,0,15.38,17.31,17.31,17.31,17.31,15.38,7,7,7,,7,,6,6,2,2,6,,7,7,8,8,8,5,7,3,15.56,17.78,17.78,17.78,17.78,13.33,2,0,
3157,9,5,0.49,6,0,0,1,0,15.38,19.23,19.23,19.23,15.38,11.54,6,9,9,7,8,5,6,4,2,2,6,,8,8,8,7,7,3,8,2,15.56,17.78,17.78,17.78,17.78,13.33,2,0,
3158,9,5,0.39,6,0,0,1,0,16,20,18,20,18,8,3,7,8,,9,3,5,7,2,2,6,,6,7,9,6,6,3,7,3,15.56,17.78,17.78,17.78,17.78,13.33,2,0,
3159,9,1,0.02,6,0,0,0,0,19.61,15.69,17.65,15.69,17.65,13.73,4,7,9,5,6,6,6,7,2,2,6,,4,5,6,6,7,3,4,7,15.56,17.78,17.78,17.78,17.78,13.33,2,0,
3160,9,4,0.22,6,0,1,1,1,15.38,17.31,19.23,19.23,11.54,17.31,8,8,8,8,8,6,7,7,2,2,6,,5,5,7,6,6,3,5,2,15.56,17.78,17.78,17.78,17.78,13.33,2,0,
3161,9,4,0.29,6,0,1,1,1,14.58,16.67,20.83,18.75,16.67,12.5,8,7,8,6,7,5,7,7,2,2,6,,6,6,7,7,7,5,7,5,15.56,17.78,17.78,17.78,17.78,13.33,2,0,
3162,9,4,0,6,0,0,1,0,17.31,13.46,17.31,19.23,19.23,13.46,6,7,9,6,7,6,6,8,2,2,6,,8,7,7,9,9,5,9,3,15.56,17.78,17.78,17.78,17.78,13.33,2,0,
3163,9,2,-0.17,6,0,0,1,0,11.54,13.46,19.23,19.23,19.23,17.31,5,7,10,8,7,7,5,5,2,2,6,,7,7,7,8,8,5,8,6,15.56,17.78,17.78,17.78,17.78,13.33,2,0,
3164,9,1,-0.01,6,0,0,0,0,13.04,21.74,17.39,17.39,15.22,15.22,8,7,9,7,7,,,,,2,6,,4,8,6,6,3,2,4,7,15.56,17.78,17.78,17.78,17.78,13.33,2,0,
3165,9,2,-0.02,6,0,0,1,0,20,15.56,20,15.56,11.11,17.78,5,8,8,2,3,,3,2,2,2,6,,5,7,7,6,6,4,6,4,15.56,17.78,17.78,17.78,17.78,13.33,2,0,
3166,9,1,0.05,6,0,0,1,0,16.36,16.36,18.18,18.18,16.36,14.55,6,10,10,6,10,10,6,7,1,2,6,,6,5,6,6,7,3,6,3,15.56,17.78,17.78,17.78,17.78,13.33,2,0,
3167,9,0,0.31,6,0,1,1,1,14.29,18.37,18.37,16.33,18.37,14.29,7,7,8,7,8,7,7,7,2,2,6,,5,8,8,8,8,6,7,6,15.56,17.78,17.78,17.78,17.78,13.33,2,0,
3168,9,2,0.33,6,0,0,1,0,15.52,17.24,17.24,17.24,17.24,15.52,8,9,10,6,9,7,7,7,2,2,6,,5,7,7,7,8,3,7,6,15.56,17.78,17.78,17.78,17.78,13.33,2,0,
3169,9,3,-0.23,8,1,0,0,0,16,16,20,16,18,14,3,10,9,6,8,5,5,5,2,2,3,,7,4,4,4,7,2,4,3,15,20,22.5,17.5,2.5,22.5,,,
3170,9,0,0.03,8,1,0,0,0,15.38,19.23,19.23,19.23,13.46,13.46,4,5,10,5,6,4,5,7,2,2,3,,6,3,8,3,3,2,4,3,15,20,22.5,17.5,2.5,22.5,,,
3171,9,2,0.5,8,0,0,1,0,17.65,17.65,17.65,15.69,15.69,15.69,2,6,4,2,1,2,2,2,2,2,3,,7,6,5,3,4,5,6,4,15,20,22.5,17.5,2.5,22.5,,,
3172,9,3,0.59,8,0,0,1,0,14,18,20,18,16,14,7,7,7,7,7,4,4,5,2,2,3,,8,4,7,6,7,5,8,5,15,20,22.5,17.5,2.5,22.5,,,
3173,9,4,0,8,0,0,0,0,15.38,19.23,17.31,19.23,9.62,19.23,2,3,4,2,3,2,2,2,2,2,3,,4,7,8,5,6,2,4,6,15,20,22.5,17.5,2.5,22.5,,,
3174,9,3,0.47,8,1,0,1,0,17.5,17.5,20,12.5,20,12.5,2,9,9,9,2,2,3,,2,2,3,,10,7,9,8,6,7,8,7,15,20,22.5,17.5,2.5,22.5,,,
3175,9,2,0.71,8,1,0,1,0,13.21,18.87,18.87,16.98,16.98,15.09,3,9,10,4,9,,7,6,2,2,3,,8,6,4,6,8,4,7,8,15,20,22.5,17.5,2.5,22.5,,,
3176,9,2,-0.41,8,1,0,0,0,15.38,17.31,17.31,17.31,17.31,15.38,1,7,,1,,,2,,2,2,3,,5,4,4,4,4,2,3,3,15,20,22.5,17.5,2.5,22.5,,,
3177,9,5,0.02,8,1,0,1,0,15.38,19.23,19.23,19.23,15.38,11.54,2,9,10,4,8,4,5,2,1,2,3,,6,4,7,7,8,2,6,5,15,20,22.5,17.5,2.5,22.5,,,
3178,9,5,-0.04,8,1,0,1,0,16,20,18,20,18,8,3,9,10,2,9,3,5,3,1,2,3,,8,5,6,7,6,3,7,6,15,20,22.5,17.5,2.5,22.5,,,
